n	k	d	fom	l	m	A	B	wt	fam	C	D
896	224	253	16002.2500	16	28	x^0*y^0+x^0*y^16+x^6*y^0+x^6*y^16	x^0*y^0+x^0*y^4+x^12*y^0+x^12*y^4	8	css		
800	224	239	15993.8800	25	16	x^0*y^0+x^0*y^12+x^13*y^0+x^13*y^12	x^0*y^0+x^0*y^8+x^1*y^0+x^1*y^8	8	css		
728	224	219	14757.2308	28	13	x^0*y^0+x^0*y^7+x^21*y^0+x^21*y^7	x^0*y^0+x^0*y^1+x^14*y^0+x^14*y^1	8	css		
704	224	214	14571.4545	32	11	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	x^0*y^0+x^0*y^4+x^16*y^0+x^16*y^4	8	css		
624	224	198	14073.2308	26	12	x^0*y^0+x^0*y^8+x^5*y^0+x^5*y^8	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4	8	css		
576	224	187	13599.0556	48	6	x^0*y^0+x^0*y^4+x^28*y^0+x^28*y^4	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
512	224	172	12943.0000	16	16	x^0*y^0+x^0*y^12+x^12*y^0+x^12*y^12	x^0*y^0+x^0*y^8+x^8*y^0+x^8*y^8	8	css		
648	224	192	12743.1111	6	54	x^0*y^0+x^0*y^29+x^2*y^0+x^2*y^29	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
504	224	163	11808.4444	42	6	x^0*y^0+x^0*y^1+x^28*y^0+x^28*y^1	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2	8	css		
480	224	157	11502.8667	40	6	x^0*y^0+x^0*y^2+x^32*y^0+x^32*y^2	x^0*y^0+x^0*y^4+x^24*y^0+x^24*y^4	8	css		
432	224	144	10752.0000	27	8	x^0*y^0+x^0*y^4+x^11*y^0+x^11*y^4		4	css		
416	224	141	10705.1538	26	8	x^0*y^0+x^0*y^4+x^8*y^0+x^8*y^4		4	css		
440	224	145	10703.6364	4	55	x^0*y^0+x^0*y^21+x^2*y^0+x^2*y^21		4	css		
990	222	284	18086.4970	15	33	x^0*y^0+x^0*y^13+x^3*y^0+x^3*y^13	x^0*y^0+x^0*y^26+x^6*y^0+x^6*y^26	8	css		
630	222	197	13675.5524	35	9	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3	8	css		
432	222	139	9928.8472	36	6	x^0*y^0+x^0*y^3+x^13*y^0+x^13*y^3		4	css		
832	220	251	16658.9183	8	52	x^0*y^0+x^0*y^17+x^2*y^0+x^2*y^17	x^0*y^0+x^0*y^34+x^4*y^0+x^4*y^34	8	css		
636	220	206	14679.1195	53	6	x^0*y^0+x^0*y^2+x^37*y^0+x^37*y^2	x^0*y^0+x^0*y^4+x^21*y^0+x^21*y^4	8	css		
760	220	221	14138.1842	20	19	x^0*y^0+x^0*y^17+x^5*y^0+x^5*y^17	x^0*y^0+x^0*y^15+x^10*y^0+x^10*y^15	8	css		
640	220	201	13887.8438	40	8	x^0*y^0+x^0*y^2+x^25*y^0+x^25*y^2	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4	8	css		
600	220	192	13516.8000	15	20	x^0*y^0+x^0*y^1+x^10*y^0+x^10*y^1	x^0*y^0+x^0*y^2+x^5*y^0+x^5*y^2	8	css		
616	220	190	12892.8571	7	44	x^0*y^0+x^0*y^11+x^6*y^0+x^6*y^11	x^0*y^0+x^0*y^22+x^5*y^0+x^5*y^22	8	css		
540	220	173	12193.2963	30	9	x^0*y^0+x^0*y^4+x^20*y^0+x^20*y^4	x^0*y^0+x^0*y^8+x^10*y^0+x^10*y^8	8	css		
432	220	147	11004.5833	4	54	x^0*y^0+x^0*y^13+x^2*y^0+x^2*y^13		4	css		
400	220	138	10474.2000	50	4	x^0*y^0+x^0*y^2+x^35*y^0+x^35*y^2		4	css		
396	220	136	10275.5556	22	9	x^0*y^0+x^0*y^7+x^11*y^0+x^11*y^7		4	css		
1000	216	276	16454.0160	50	10	x^0*y^0+x^0*y^8+x^39*y^0+x^39*y^8	x^0*y^0+x^0*y^6+x^28*y^0+x^28*y^6	8	css		
840	216	249	15943.1143	30	14	x^0*y^0+x^0*y^1+x^24*y^0+x^24*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
920	216	260	15871.3043	23	20	x^0*y^0+x^0*y^8+x^8*y^0+x^8*y^8	x^0*y^0+x^0*y^16+x^16*y^0+x^16*y^16	8	css		
816	216	240	15247.0588	8	51	x^0*y^0+x^0*y^47+x^2*y^0+x^2*y^47	x^0*y^0+x^0*y^43+x^4*y^0+x^4*y^43	8	css		
936	216	257	15242.0769	13	36	x^0*y^0+x^0*y^30+x^2*y^0+x^2*y^30	x^0*y^0+x^0*y^24+x^4*y^0+x^4*y^24	8	css		
624	216	202	14124.4615	6	52	x^0*y^0+x^0*y^7+x^4*y^0+x^4*y^7	x^0*y^0+x^0*y^14+x^2*y^0+x^2*y^14	8	css		
612	216	199	13976.8235	34	9	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3	x^0*y^0+x^0*y^6+x^6*y^0+x^6*y^6	8	css		
768	216	222	13861.1250	16	24	x^0*y^0+x^0*y^11+x^4*y^0+x^4*y^11	x^0*y^0+x^0*y^22+x^8*y^0+x^8*y^22	8	css		
720	216	213	13610.7000	45	8	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	x^0*y^0+x^0*y^4+x^12*y^0+x^12*y^4	8	css		
600	216	191	13133.1600	6	50	x^0*y^0+x^0*y^6+x^2*y^0+x^2*y^6	x^0*y^0+x^0*y^12+x^4*y^0+x^4*y^12	8	css		
756	216	214	13084.5714	18	21	x^0*y^0+x^0*y^18+x^3*y^0+x^3*y^18	x^0*y^0+x^0*y^15+x^6*y^0+x^6*y^15	8	css		
576	216	183	12558.3750	32	9	x^0*y^0+x^0*y^6+x^14*y^0+x^14*y^6	x^0*y^0+x^0*y^3+x^28*y^0+x^28*y^3	8	css		
288	216	129	12480.7500	6	24	x^0*y^0+x^0*y^12+x^3*y^0+x^3*y^12		4	css		
540	216	175	12250.0000	10	27	x^0*y^0+x^0*y^18+x^3*y^0+x^3*y^18	x^0*y^0+x^0*y^9+x^6*y^0+x^6*y^9	8	css		
504	216	168	12096.0000	9	28	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	x^0*y^0+x^0*y^8+x^3*y^0+x^3*y^8	8	css		
432	216	153	11704.5000	54	4	x^0*y^0+x^0*y^3+x^36*y^0+x^36*y^3	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
384	216	141	11183.0625	8	24	x^0*y^0+x^0*y^9+x^4*y^0+x^4*y^9		4	css		
416	216	142	10469.7692	52	4	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2		4	css		
360	216	132	10454.4000	5	36	x^0*y^0+x^0*y^18+x^2*y^0+x^2*y^18		4	css		
324	216	125	10416.6667	6	27	x^0*y^0+x^0*y^9+x^3*y^0+x^3*y^9		4	css		
424	216	142	10272.2264	53	4	x^0*y^0+x^0*y^2+x^49*y^0+x^49*y^2		4	css		
408	216	137	9936.5294	34	6	x^0*y^0+x^0*y^3+x^24*y^0+x^24*y^3		4	css		
420	216	136	9512.2286	35	6	x^0*y^0+x^0*y^3+x^18*y^0+x^18*y^3		4	css		
980	212	283	17325.3755	10	49	x^0*y^0+x^0*y^45+x^8*y^0+x^8*y^45	x^0*y^0+x^0*y^41+x^6*y^0+x^6*y^41	8	css		
800	212	238	15010.6600	8	50	x^0*y^0+x^0*y^7+x^6*y^0+x^6*y^7	x^0*y^0+x^0*y^14+x^4*y^0+x^4*y^14	8	css		
612	212	192	12769.8824	6	51	x^0*y^0+x^0*y^35+x^4*y^0+x^4*y^35	x^0*y^0+x^0*y^19+x^2*y^0+x^2*y^19	8	css		
416	212	139	9846.2788	4	52	x^0*y^0+x^0*y^21+x^2*y^0+x^2*y^21		4	css		
930	210	268	16218.3226	15	31	x^0*y^0+x^0*y^13+x^9*y^0+x^9*y^13	x^0*y^0+x^0*y^26+x^3*y^0+x^3*y^26	8	css		
850	210	248	15195.1059	17	25	x^0*y^0+x^0*y^20+x^5*y^0+x^5*y^20	x^0*y^0+x^0*y^15+x^10*y^0+x^10*y^15	8	css		
960	210	262	15015.8750	30	16	x^0*y^0+x^0*y^9+x^25*y^0+x^25*y^9	x^0*y^0+x^0*y^2+x^20*y^0+x^20*y^2	8	css		
770	210	223	13562.4545	35	11	x^0*y^0+x^0*y^7+x^28*y^0+x^28*y^7	x^0*y^0+x^0*y^3+x^21*y^0+x^21*y^3	8	css		
336	210	133	11055.6250	28	6	x^0*y^0+x^0*y^3+x^21*y^0+x^21*y^3		4	css		
546	210	169	10985.0000	21	13	x^0*y^0+x^0*y^8+x^7*y^0+x^7*y^8	x^0*y^0+x^0*y^3+x^14*y^0+x^14*y^3	8	css		
450	210	147	10084.2000	25	9	x^0*y^0+x^0*y^3+x^15*y^0+x^15*y^3	x^0*y^0+x^0*y^6+x^5*y^0+x^5*y^6	8	css		
408	210	136	9520.0000	6	34	x^0*y^0+x^0*y^13+x^3*y^0+x^3*y^13		4	css		
400	210	132	9147.6000	20	10	x^0*y^0+x^0*y^5+x^3*y^0+x^3*y^5		4	css		
936	208	272	16440.8889	12	39	x^0*y^0+x^0*y^13+x^0*y^26	x^0*y^0+x^2*y^0+x^4*y^0	6	css		
880	208	259	15855.5091	22	20	x^0*y^0+x^0*y^12+x^5*y^0+x^5*y^12	x^0*y^0+x^0*y^4+x^10*y^0+x^10*y^4	8	css		
736	208	220	13678.2609	8	46	x^0*y^0+x^0*y^22+x^6*y^0+x^6*y^22	x^0*y^0+x^0*y^44+x^4*y^0+x^4*y^44	8	css		
784	208	226	13550.7755	49	8	x^0*y^0+x^0*y^2+x^27*y^0+x^27*y^2	x^0*y^0+x^0*y^4+x^5*y^0+x^5*y^4	8	css		
720	208	213	13106.6000	9	40	x^0*y^0+x^0*y^32+x^4*y^0+x^4*y^32	x^0*y^0+x^0*y^24+x^8*y^0+x^8*y^24	8	css		
600	208	192	12779.5200	6	50	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
768	208	217	12753.2708	8	48	x^0*y^0+x^0*y^8+x^7*y^0+x^7*y^8	x^0*y^0+x^0*y^16+x^6*y^0+x^6*y^16	8	css		
640	208	196	12485.2000	16	20	x^0*y^0+x^0*y^18+x^12*y^0+x^12*y^18	x^0*y^0+x^0*y^16+x^8*y^0+x^8*y^16	8	css		
576	208	182	11961.4444	6	48	x^0*y^0+x^0*y^46+x^4*y^0+x^4*y^46	x^0*y^0+x^0*y^44+x^2*y^0+x^2*y^44	8	css		
528	208	172	11654.3030	24	11	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
312	208	123	10086.0000	26	6	x^0*y^0+x^0*y^2+x^13*y^0+x^13*y^2		4	css		
400	208	136	9617.9200	50	4	x^0*y^0+x^0*y^2+x^38*y^0+x^38*y^2		4	css		
408	208	136	9429.3333	51	4	x^0*y^0+x^0*y^2+x^35*y^0+x^35*y^2		4	css		
384	208	127	8736.5417	16	12	x^0*y^0+x^0*y^7+x^8*y^0+x^8*y^7		4	css		
940	204	267	15471.2298	47	10	x^0*y^0+x^0*y^8+x^27*y^0+x^27*y^8	x^0*y^0+x^0*y^6+x^7*y^0+x^7*y^6	8	css		
924	204	258	14695.9481	14	33	x^0*y^0+x^0*y^24+x^12*y^0+x^12*y^24	x^0*y^0+x^0*y^15+x^10*y^0+x^10*y^15	8	css		
864	204	241	13713.5694	24	18	x^0*y^0+x^0*y^15+x^22*y^0+x^22*y^15	x^0*y^0+x^0*y^12+x^20*y^0+x^20*y^12	8	css		
768	204	227	13687.3906	8	48	x^0*y^0+x^0*y^25+x^6*y^0+x^6*y^25	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2	8	css		
780	204	226	13358.3385	39	10	x^0*y^0+x^0*y^8+x^18*y^0+x^18*y^8	x^0*y^0+x^0*y^6+x^36*y^0+x^36*y^6	8	css		
744	204	214	12556.9677	31	12	x^0*y^0+x^0*y^9+x^29*y^0+x^29*y^9	x^0*y^0+x^0*y^6+x^27*y^0+x^27*y^6	8	css		
588	204	188	12262.2041	6	49	x^0*y^0+x^0*y^15+x^2*y^0+x^2*y^15	x^0*y^0+x^0*y^30+x^4*y^0+x^4*y^30	8	css		
576	204	186	12252.7500	32	9	x^0*y^0+x^0*y^6+x^29*y^0+x^29*y^6	x^0*y^0+x^0*y^3+x^26*y^0+x^26*y^3	8	css		
672	204	200	12142.8571	12	28	x^0*y^0+x^0*y^22+x^3*y^0+x^3*y^22	x^0*y^0+x^0*y^16+x^6*y^0+x^6*y^16	8	css		
540	204	177	11835.4000	15	18	x^0*y^0+x^0*y^6+x^4*y^0+x^4*y^6	x^0*y^0+x^0*y^12+x^8*y^0+x^8*y^12	8	css		
272	204	118	10443.0000	34	4	x^0*y^0+x^0*y^2+x^17*y^0+x^17*y^2		4	css		
384	204	132	9256.5000	4	48	x^0*y^0+x^0*y^27+x^2*y^0+x^2*y^27		4	css		
400	204	127	8225.7900	4	50	x^0*y^0+x^0*y^23+x^2*y^0+x^2*y^23		4	css		
920	200	264	15151.3043	46	10	x^0*y^0+x^0*y^4+x^37*y^0+x^37*y^4	x^0*y^0+x^0*y^8+x^28*y^0+x^28*y^8	8	css		
960	200	266	14740.8333	12	40	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^2	x^0*y^0+x^0*y^4+x^8*y^0+x^8*y^4	8	css		
840	200	241	13828.8095	21	20	x^0*y^0+x^0*y^8+x^4*y^0+x^4*y^8	x^0*y^0+x^0*y^16+x^8*y^0+x^8*y^16	8	css		
900	200	246	13448.0000	30	15	x^0*y^0+x^0*y^11+x^5*y^0+x^5*y^11	x^0*y^0+x^0*y^7+x^10*y^0+x^10*y^7	8	css		
680	200	206	12481.1765	17	20	x^0*y^0+x^0*y^5+x^8*y^0+x^8*y^5	x^0*y^0+x^0*y^10+x^16*y^0+x^16*y^10	8	css		
704	200	203	11707.1023	44	8	x^0*y^0+x^0*y^6+x^42*y^0+x^42*y^6	x^0*y^0+x^0*y^4+x^40*y^0+x^40*y^4	8	css		
752	200	208	11506.3830	47	8	x^0*y^0+x^0*y^6+x^44*y^0+x^44*y^6	x^0*y^0+x^0*y^4+x^41*y^0+x^41*y^4	8	css		
560	200	178	11315.7143	35	8	x^0*y^0+x^0*y^2+x^15*y^0+x^15*y^2	x^0*y^0+x^0*y^4+x^30*y^0+x^30*y^4	8	css		
576	200	178	11001.3889	6	48	x^0*y^0+x^0*y^23+x^2*y^0+x^2*y^23	x^0*y^0+x^0*y^46+x^4*y^0+x^4*y^46	8	css		
480	200	156	10140.0000	15	16	x^0*y^0+x^0*y^14+x^10*y^0+x^10*y^14	x^0*y^0+x^0*y^12+x^5*y^0+x^5*y^12	8	css		
552	200	165	9864.1304	12	23	x^0*y^0+x^0*y^17+x^4*y^0+x^4*y^17	x^0*y^0+x^0*y^11+x^8*y^0+x^8*y^11	8	css		
320	200	125	9765.6250	8	20	x^0*y^0+x^0*y^15+x^4*y^0+x^4*y^15		4	css		
360	200	124	8542.2222	9	20	x^0*y^0+x^0*y^10+x^4*y^0+x^4*y^10		4	css		
392	200	128	8359.1837	49	4	x^0*y^0+x^0*y^2+x^29*y^0+x^29*y^2		4	css		
380	200	124	8092.6316	10	19	x^0*y^0+x^0*y^2+x^5*y^0+x^5*y^2		4	css		
870	198	248	13997.4621	29	15	x^0*y^0+x^0*y^12+x^8*y^0+x^8*y^12	x^0*y^0+x^0*y^9+x^16*y^0+x^16*y^9	8	css		
720	198	210	12127.5000	12	30	x^0*y^0+x^0*y^7+x^9*y^0+x^9*y^7	x^0*y^0+x^0*y^14+x^6*y^0+x^6*y^14	8	css		
558	198	177	11116.7419	31	9	x^0*y^0+x^0*y^6+x^3*y^0+x^3*y^6	x^0*y^0+x^0*y^3+x^6*y^0+x^6*y^3	8	css		
630	198	188	11108.1143	21	15	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3	x^0*y^0+x^0*y^6+x^6*y^0+x^6*y^6	8	css		
486	198	157	10042.1852	9	27	x^0*y^0+x^0*y^18+x^1*y^0+x^1*y^18	x^0*y^0+x^0*y^9+x^2*y^0+x^2*y^9	8	css		
576	198	164	9245.5000	8	36	x^0*y^0+x^0*y^27+x^5*y^0+x^5*y^27	x^0*y^0+x^0*y^18+x^2*y^0+x^2*y^18	8	css		
462	198	145	9010.7143	7	33	x^0*y^0+x^0*y^22+x^6*y^0+x^6*y^22	x^0*y^0+x^0*y^11+x^5*y^0+x^5*y^11	8	css		
528	198	154	8893.5000	44	6	x^0*y^0+x^0*y^1+x^11*y^0+x^11*y^1	x^0*y^0+x^0*y^2+x^22*y^0+x^22*y^2	8	css		
360	198	126	8731.8000	30	6	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3		4	css		
900	196	250	13611.1111	10	45	x^0*y^0+x^0*y^8+x^6*y^0+x^6*y^8	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
736	196	219	12772.2228	8	46	x^0*y^0+x^0*y^15+x^6*y^0+x^6*y^15	x^0*y^0+x^0*y^30+x^4*y^0+x^4*y^30	8	css		
784	196	219	11990.2500	8	49	x^0*y^0+x^0*y^28+x^5*y^0+x^5*y^28	x^0*y^0+x^0*y^7+x^2*y^0+x^2*y^7	8	css		
700	196	202	11425.1200	35	10	x^0*y^0+x^0*y^1+x^14*y^0+x^14*y^1	x^0*y^0+x^0*y^2+x^28*y^0+x^28*y^2	8	css		
564	196	178	11010.7518	47	6	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	x^0*y^0+x^0*y^4+x^16*y^0+x^16*y^4	8	css		
616	196	183	10655.5909	28	11	x^0*y^0+x^0*y^3+x^21*y^0+x^21*y^3	x^0*y^0+x^0*y^6+x^14*y^0+x^14*y^6	8	css		
420	196	141	9277.8000	35	6	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	x^0*y^0+x^0*y^4+x^14*y^0+x^14*y^4	8	css		
364	196	125	8413.4615	14	13	x^0*y^0+x^0*y^6+x^7*y^0+x^7*y^6		4	css		
384	196	127	8232.5104	48	4	x^0*y^0+x^0*y^2+x^41*y^0+x^41*y^2		4	css		
432	192	190	16044.4444	18	12	x^0*y^0+x^0*y^4+x^0*y^8	x^0*y^0+x^6*y^0+x^12*y^0	6	css		
880	192	245	13096.3636	44	10	x^0*y^0+x^0*y^4+x^13*y^0+x^13*y^4	x^0*y^0+x^0*y^8+x^26*y^0+x^26*y^8	8	css		
912	192	245	12636.8421	19	24	x^0*y^0+x^0*y^20+x^3*y^0+x^3*y^20	x^0*y^0+x^0*y^16+x^6*y^0+x^6*y^16	8	css		
800	192	229	12585.8400	20	20	x^0*y^0+x^0*y^17+x^12*y^0+x^12*y^17	x^0*y^0+x^0*y^14+x^4*y^0+x^4*y^14	8	css		
864	192	235	12272.2222	24	18	x^0*y^0+x^0*y^8+x^15*y^0+x^15*y^8	x^0*y^0+x^0*y^16+x^6*y^0+x^6*y^16	8	css		
792	192	224	12163.8788	11	36	x^0*y^0+x^0*y^30+x^8*y^0+x^8*y^30	x^0*y^0+x^0*y^24+x^5*y^0+x^5*y^24	8	css		
840	192	226	11674.5143	60	7	x^0*y^0+x^0*y^6+x^6*y^0+x^6*y^6	x^0*y^0+x^0*y^5+x^12*y^0+x^12*y^5	8	css		
720	192	209	11648.2667	8	45	x^0*y^0+x^0*y^19+x^2*y^0+x^2*y^19	x^0*y^0+x^0*y^38+x^4*y^0+x^4*y^38	8	css		
696	192	205	11593.1034	29	12	x^0*y^0+x^0*y^9+x^19*y^0+x^19*y^9	x^0*y^0+x^0*y^6+x^9*y^0+x^9*y^6	8	css		
672	192	196	10976.0000	21	16	x^0*y^0+x^0*y^12+x^19*y^0+x^19*y^12	x^0*y^0+x^0*y^8+x^17*y^0+x^17*y^8	8	css		
624	192	187	10759.6923	13	24	x^0*y^0+x^0*y^6+x^8*y^0+x^8*y^6	x^0*y^0+x^0*y^12+x^3*y^0+x^3*y^12	8	css		
640	192	189	10716.3000	16	20	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^12	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
528	192	168	10263.2727	12	22	x^0*y^0+x^0*y^19+x^8*y^0+x^8*y^19	x^0*y^0+x^0*y^16+x^4*y^0+x^4*y^16	8	css		
504	192	163	10121.5238	42	6	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
552	192	167	9700.5217	46	6	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
256	192	113	9576.7500	8	16	x^0*y^0+x^0*y^8+x^4*y^0+x^4*y^8		4	css		
480	192	154	9486.4000	15	16	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	x^0*y^0+x^0*y^8+x^12*y^0+x^12*y^8	8	css		
384	192	133	8844.5000	32	6	x^0*y^0+x^0*y^4+x^8*y^0+x^8*y^4	x^0*y^0+x^0*y^2+x^16*y^0+x^16*y^2	8	css		
320	192	119	8496.6000	20	8	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4		4	css		
372	192	128	8456.2581	6	31	x^0*y^0+x^0*y^11+x^3*y^0+x^3*y^11		4	css		
288	192	112	8362.6667	48	3	x^0*y^0+x^0*y^1+x^24*y^0+x^24*y^1		4	css		
368	192	125	8152.1739	8	23	x^0*y^0+x^0*y^5+x^4*y^0+x^4*y^5		4	css		
336	192	118	7956.5714	6	28	x^0*y^0+x^0*y^16+x^3*y^0+x^3*y^16		4	css		
352	192	120	7854.5455	8	22	x^0*y^0+x^0*y^12+x^4*y^0+x^4*y^12		4	css		
360	192	120	7680.0000	4	45	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3		4	css		
376	192	120	7353.1915	4	47	x^0*y^0+x^0*y^21+x^2*y^0+x^2*y^21		4	css		
990	190	259	12874.1313	45	11	x^0*y^0+x^0*y^8+x^25*y^0+x^25*y^8	x^0*y^0+x^0*y^5+x^5*y^0+x^5*y^5	8	css		
910	190	246	12635.2088	35	13	x^0*y^0+x^0*y^12+x^25*y^0+x^25*y^12	x^0*y^0+x^0*y^11+x^15*y^0+x^15*y^11	8	css		
750	190	212	11385.8133	15	25	x^0*y^0+x^0*y^5+x^1*y^0+x^1*y^5	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	8	css		
342	190	122	8268.8889	57	3	x^0*y^0+x^0*y^1+x^38*y^0+x^38*y^1	x^0*y^0+x^0*y^2+x^19*y^0+x^19*y^2	8	css		
860	188	243	12908.3860	10	43	x^0*y^0+x^0*y^13+x^6*y^0+x^6*y^13	x^0*y^0+x^0*y^26+x^2*y^0+x^2*y^26	8	css		
704	188	206	11332.3409	8	44	x^0*y^0+x^0*y^43+x^2*y^0+x^2*y^43	x^0*y^0+x^0*y^42+x^4*y^0+x^4*y^42	8	css		
540	188	172	10299.6148	6	45	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
368	188	113	6523.2935	46	4	x^0*y^0+x^0*y^2+x^25*y^0+x^25*y^2		4	css		
936	186	248	12221.9487	18	26	x^0*y^0+x^0*y^7+x^15*y^0+x^15*y^7	x^0*y^0+x^0*y^14+x^12*y^0+x^12*y^14	8	css		
810	186	226	11728.5630	15	27	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1	x^0*y^0+x^0*y^2+x^12*y^0+x^12*y^2	8	css		
672	186	194	10417.1071	28	12	x^0*y^0+x^0*y^3+x^9*y^0+x^9*y^3	x^0*y^0+x^0*y^6+x^18*y^0+x^18*y^6	8	css		
522	186	166	9818.8046	29	9	x^0*y^0+x^0*y^3+x^25*y^0+x^25*y^3	x^0*y^0+x^0*y^6+x^21*y^0+x^21*y^6	8	css		
360	186	117	7072.6500	30	6	x^0*y^0+x^0*y^3+x^23*y^0+x^23*y^3		4	css		
952	184	258	12865.3109	28	17	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2	x^0*y^0+x^0*y^4+x^8*y^0+x^8*y^4	8	css		
984	184	255	12159.1463	12	41	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	x^0*y^0+x^0*y^32+x^4*y^0+x^4*y^32	8	css		
760	184	219	11611.6105	10	38	x^0*y^0+x^0*y^12+x^8*y^0+x^8*y^12	x^0*y^0+x^0*y^24+x^6*y^0+x^6*y^24	8	css		
688	184	196	10274.0465	43	8	x^0*y^0+x^0*y^2+x^11*y^0+x^11*y^2	x^0*y^0+x^0*y^4+x^22*y^0+x^22*y^4	8	css		
528	184	163	9258.8939	44	6	x^0*y^0+x^0*y^2+x^35*y^0+x^35*y^2	x^0*y^0+x^0*y^4+x^26*y^0+x^26*y^4	8	css		
504	184	159	9229.5714	21	12	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	x^0*y^0+x^0*y^8+x^2*y^0+x^2*y^8	8	css		
360	184	117	6996.6000	4	45	x^0*y^0+x^0*y^7+x^2*y^0+x^2*y^7		4	css		
686	182	188	9376.9796	49	7	x^0*y^0+x^0*y^2+x^42*y^0+x^42*y^2	x^0*y^0+x^0*y^4+x^35*y^0+x^35*y^4	8	css		
630	182	179	9256.2889	9	35	x^0*y^0+x^0*y^7+x^7*y^0+x^7*y^7	x^0*y^0+x^0*y^14+x^5*y^0+x^5*y^14	8	css		
462	182	145	8282.5758	21	11	x^0*y^0+x^0*y^1+x^7*y^0+x^7*y^1	x^0*y^0+x^0*y^2+x^14*y^0+x^14*y^2	8	css		
416	182	135	7973.4375	52	4	x^0*y^0+x^0*y^3+x^39*y^0+x^39*y^3	x^0*y^0+x^0*y^2+x^26*y^0+x^26*y^2	8	css		
390	182	129	7765.8000	5	39	x^0*y^0+x^0*y^26+x^2*y^0+x^2*y^26	x^0*y^0+x^0*y^13+x^4*y^0+x^4*y^13	8	css		
312	182	114	7581.0000	26	6	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1		4	css		
960	180	252	11907.0000	40	12	x^0*y^0+x^0*y^10+x^11*y^0+x^11*y^10	x^0*y^0+x^0*y^8+x^22*y^0+x^22*y^8	8	css		
820	180	230	11612.1951	41	10	x^0*y^0+x^0*y^8+x^2*y^0+x^2*y^8	x^0*y^0+x^0*y^6+x^4*y^0+x^4*y^6	8	css		
780	180	223	11475.9231	26	15	x^0*y^0+x^0*y^12+x^7*y^0+x^7*y^12	x^0*y^0+x^0*y^9+x^14*y^0+x^14*y^9	8	css		
900	180	237	11233.8000	50	9	x^0*y^0+x^0*y^8+x^45*y^0+x^45*y^8	x^0*y^0+x^0*y^7+x^40*y^0+x^40*y^7	8	css		
880	180	230	10820.4545	11	40	x^0*y^0+x^0*y^25+x^4*y^0+x^4*y^25	x^0*y^0+x^0*y^10+x^8*y^0+x^8*y^10	8	css		
756	180	208	10300.9524	42	9	x^0*y^0+x^0*y^2+x^30*y^0+x^30*y^2	x^0*y^0+x^0*y^4+x^18*y^0+x^18*y^4	8	css		
672	180	196	10290.0000	42	8	x^0*y^0+x^0*y^2+x^23*y^0+x^23*y^2	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
840	180	217	10090.5000	7	60	x^0*y^0+x^0*y^35+x^4*y^0+x^4*y^35	x^0*y^0+x^0*y^10+x^1*y^0+x^1*y^10	8	css		
